"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.22","192.168.0.255","NBNS","92","Name query NB BRW184F32B26726<00>"
"2","0.251342","192.168.0.22","230.0.0.1","UDP","92","64439  >  6666 Len=50"
"3","0.700104","IntelCor_d9:40:54","Broadcast","ARP","42","Who has 192.168.0.10? Tell 192.168.0.22"
"4","0.886777","192.168.0.22","192.168.0.1","DNS","89","Standard query 0xd1a0 A BRW184F32B26726.flets-west.jp"
"5","0.887509","192.168.0.22","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW184F32B26726.local, ""QM"" question"
"6","0.887735","fe80::d3c6:378e:fe43:f907","ff02::fb","MDNS","101","Standard query 0x0000 A BRW184F32B26726.local, ""QM"" question"
"7","0.888189","192.168.0.1","192.168.0.22","DNS","89","Standard query response 0xd1a0 No such name A BRW184F32B26726.flets-west.jp"
"8","0.889404","192.168.0.22","192.168.0.1","DNS","84","Standard query 0x03a3 A BRW184F32B26726.iptvf.jp"
"9","0.890737","192.168.0.1","192.168.0.22","DNS","84","Standard query response 0x03a3 No such name A BRW184F32B26726.iptvf.jp"
"10","0.891259","192.168.0.22","192.168.0.255","NBNS","92","Name query NB BRW184F32B26726<00>"
"11","0.891555","192.168.0.22","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW184F32B26726.local, ""QM"" question"
"12","0.891752","fe80::d3c6:378e:fe43:f907","ff02::fb","MDNS","101","Standard query 0x0000 A BRW184F32B26726.local, ""QM"" question"
"13","0.892353","fe80::d3c6:378e:fe43:f907","ff02::1:3","LLMNR","95","Standard query 0x57a5 A BRW184F32B26726"
"14","0.892583","192.168.0.22","224.0.0.252","LLMNR","75","Standard query 0x57a5 A BRW184F32B26726"
"15","1.255199","192.168.0.22","230.0.0.1","UDP","92","64439  >  6666 Len=50"
"16","1.305813","fe80::d3c6:378e:fe43:f907","ff02::1:3","LLMNR","95","Standard query 0x57a5 A BRW184F32B26726"
"17","1.305938","192.168.0.22","224.0.0.252","LLMNR","75","Standard query 0x57a5 A BRW184F32B26726"
"18","1.603468","192.168.0.22","192.168.0.1","DNS","76","Standard query 0x0d3a A us05www3.zoom.us"
"19","1.610047","192.168.0.1","192.168.0.22","DNS","114","Standard query response 0x0d3a A us05www3.zoom.us CNAME us05web.zoom.us A 170.114.52.5"
"20","1.618144","192.168.0.22","170.114.52.5","TCP","66","64219  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21","1.624388","170.114.52.5","192.168.0.22","TCP","66","443  >  64219 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1420 SACK_PERM WS=8192"
"22","1.624590","192.168.0.22","170.114.52.5","TCP","54","64219  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"23","1.646050","192.168.0.22","192.168.0.255","NBNS","92","Name query NB BRW184F32B26726<00>"
"24","1.646397","192.168.0.22","170.114.52.5","TLSv1.3","571","Client Hello"
"25","1.698238","170.114.52.5","192.168.0.22","TCP","54","443  >  64219 [ACK] Seq=1 Ack=518 Win=57344 Len=0"
"26","1.812939","192.168.0.22","192.168.0.1","DNS","78","Standard query 0x515a A wpad.flets-west.jp"
"27","1.814565","192.168.0.1","192.168.0.22","DNS","78","Standard query response 0x515a No such name A wpad.flets-west.jp"
"28","1.815162","192.168.0.22","192.168.0.1","DNS","73","Standard query 0x41f8 A wpad.iptvf.jp"
"29","1.815985","192.168.0.1","192.168.0.22","DNS","73","Standard query response 0x41f8 No such name A wpad.iptvf.jp"
"30","1.816716","170.114.52.5","192.168.0.22","TLSv1.3","1474","Server Hello, Change Cipher Spec"
"31","1.816716","170.114.52.5","192.168.0.22","TCP","682","443  >  64219 [PSH, ACK] Seq=1421 Ack=518 Win=65536 Len=628 [TCP segment of a reassembled PDU]"
"32","1.816869","192.168.0.22","170.114.52.5","TCP","54","64219  >  443 [ACK] Seq=518 Ack=2049 Win=131840 Len=0"
"33","1.816993","170.114.52.5","192.168.0.22","TCP","1474","443  >  64219 [ACK] Seq=2049 Ack=518 Win=65536 Len=1420 [TCP segment of a reassembled PDU]"
"34","1.816993","170.114.52.5","192.168.0.22","TLSv1.3","529","Application Data"
"35","1.817060","192.168.0.22","170.114.52.5","TCP","54","64219  >  443 [ACK] Seq=518 Ack=3944 Win=131840 Len=0"
"36","1.824785","192.168.0.22","170.114.52.5","TLSv1.3","134","Change Cipher Spec, Application Data"
"37","1.824985","192.168.0.22","170.114.52.5","TLSv1.3","3133","Application Data"
"38","1.830836","170.114.52.5","192.168.0.22","TCP","54","443  >  64219 [ACK] Seq=3944 Ack=598 Win=57344 Len=0"
"39","1.831435","170.114.52.5","192.168.0.22","TCP","54","443  >  64219 [ACK] Seq=3944 Ack=2018 Win=57344 Len=0"
"40","1.831795","170.114.52.5","192.168.0.22","TCP","54","443  >  64219 [ACK] Seq=3944 Ack=3438 Win=57344 Len=0"
"41","1.831795","170.114.52.5","192.168.0.22","TCP","54","443  >  64219 [ACK] Seq=3944 Ack=3677 Win=57344 Len=0"
"42","1.899713","192.168.0.22","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW184F32B26726.local, ""QM"" question"
"43","1.900061","fe80::d3c6:378e:fe43:f907","ff02::fb","MDNS","101","Standard query 0x0000 A BRW184F32B26726.local, ""QM"" question"
"44","2.259424","192.168.0.22","230.0.0.1","UDP","92","64439  >  6666 Len=50"
"45","2.313125","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"46","2.313125","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"47","2.313125","170.114.52.5","192.168.0.22","TLSv1.3","1310","Application Data"
"48","2.313125","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"49","2.313125","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"50","2.313125","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"51","2.313125","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"52","2.313125","170.114.52.5","192.168.0.22","TLSv1.3","1401","Application Data, Application Data"
"53","2.313296","192.168.0.22","170.114.52.5","TCP","54","64219  >  443 [ACK] Seq=3677 Ack=15067 Win=131840 Len=0"
"54","2.313365","170.114.52.5","192.168.0.22","TCP","1401","[TCP Spurious Retransmission] 443  >  64219 [PSH, ACK] Seq=13720 Ack=3677 Win=65536 Len=1347"
"55","2.313379","192.168.0.22","170.114.52.5","TCP","66","[TCP Dup ACK 53#1] 64219  >  443 [ACK] Seq=3677 Ack=15067 Win=131840 Len=0 SLE=13720 SRE=15067"
"56","2.398360","192.168.0.22","192.168.0.255","NBNS","92","Name query NB BRW184F32B26726<00>"
"57","2.451665","170.114.52.5","192.168.0.22","TLSv1.3","1445","Application Data"
"58","2.451665","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"59","2.451777","192.168.0.22","170.114.52.5","TCP","54","64219  >  443 [ACK] Seq=3677 Ack=17878 Win=131840 Len=0"
"60","2.451880","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"61","2.452001","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"62","2.452001","170.114.52.5","192.168.0.22","TLSv1.3","390","Application Data"
"63","2.452001","170.114.52.5","192.168.0.22","TLSv1.3","81","Application Data"
"64","2.452085","192.168.0.22","170.114.52.5","TCP","54","64219  >  443 [ACK] Seq=3677 Ack=21081 Win=131840 Len=0"
"65","2.665943","192.168.0.22","206.247.35.253","TCP","66","64222  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"66","2.666307","192.168.0.22","192.168.0.1","DNS","86","Standard query 0xb403 AAAA zoompaoal253zc.pao.zoom.us"
"67","2.666332","192.168.0.22","192.168.0.1","DNS","86","Standard query 0x1320 AAAA zoompaoak253zc.pao.zoom.us"
"68","2.666365","192.168.0.22","192.168.0.1","DNS","86","Standard query 0x2b5d AAAA zoomdcakw253zc.dca.zoom.us"
"69","2.666477","192.168.0.22","192.168.0.1","DNS","86","Standard query 0x3df7 AAAA zoomdcakv253zc.dca.zoom.us"
"70","2.667450","192.168.0.1","192.168.0.22","DNS","86","Standard query response 0xb403 AAAA zoompaoal253zc.pao.zoom.us"
"71","2.667660","192.168.0.1","192.168.0.22","DNS","86","Standard query response 0x1320 AAAA zoompaoak253zc.pao.zoom.us"
"72","2.676286","192.168.0.22","144.195.10.253","TCP","66","64223  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"73","2.676490","192.168.0.22","144.195.11.253","TCP","66","64224  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"74","2.676652","192.168.0.22","206.247.34.253","TCP","66","64225  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"75","2.705754","192.168.0.22","192.168.0.1","DNS","86","Standard query 0x2b5d AAAA zoomdcakw253zc.dca.zoom.us"
"76","2.705794","192.168.0.22","192.168.0.1","DNS","86","Standard query 0x3df7 AAAA zoomdcakv253zc.dca.zoom.us"
"77","2.722423","192.168.0.1","192.168.0.22","DNS","173","Standard query response 0x3df7 AAAA zoomdcakv253zc.dca.zoom.us SOA ns-1777.awsdns-30.co.uk"
"78","2.723741","192.168.0.1","192.168.0.22","DNS","86","Standard query response 0x3df7 AAAA zoomdcakv253zc.dca.zoom.us"
"79","2.728766","192.168.0.1","192.168.0.22","DNS","173","Standard query response 0x2b5d AAAA zoomdcakw253zc.dca.zoom.us SOA ns-1777.awsdns-30.co.uk"
"80","2.840388","144.195.10.253","192.168.0.22","TCP","66","443  >  64223 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1420 SACK_PERM WS=4096"
"81","2.840530","192.168.0.22","144.195.10.253","TCP","54","64223  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"82","2.841088","192.168.0.22","144.195.10.253","TLSv1.3","571","Client Hello"
"83","2.847542","206.247.35.253","192.168.0.22","TCP","66","443  >  64222 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1420 SACK_PERM WS=4096"
"84","2.847635","192.168.0.22","206.247.35.253","TCP","54","64222  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"85","2.847955","192.168.0.22","206.247.35.253","TLSv1.3","571","Client Hello"
"86","2.850544","144.195.11.253","192.168.0.22","TCP","66","443  >  64224 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1420 SACK_PERM WS=4096"
"87","2.850599","192.168.0.22","144.195.11.253","TCP","54","64224  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"88","2.850817","192.168.0.22","144.195.11.253","TLSv1.3","571","Client Hello"
"89","2.927095","206.247.34.253","192.168.0.22","TCP","66","443  >  64225 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1420 SACK_PERM WS=4096"
"90","2.927192","192.168.0.22","206.247.34.253","TCP","54","64225  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"91","2.927526","192.168.0.22","206.247.34.253","TLSv1.3","571","Client Hello"
"92","2.965152","144.195.10.253","192.168.0.22","TCP","54","443  >  64223 [ACK] Seq=1 Ack=518 Win=45056 Len=0"
"93","2.965152","144.195.10.253","192.168.0.22","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"94","2.965488","192.168.0.22","144.195.10.253","TLSv1.3","577","Change Cipher Spec, Client Hello"
"95","2.979268","144.195.11.253","192.168.0.22","TCP","54","443  >  64224 [ACK] Seq=1 Ack=518 Win=45056 Len=0"
"96","2.979268","144.195.11.253","192.168.0.22","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"97","2.979590","192.168.0.22","144.195.11.253","TLSv1.3","577","Change Cipher Spec, Client Hello"
"98","3.029641","206.247.35.253","192.168.0.22","TCP","54","443  >  64222 [ACK] Seq=1 Ack=518 Win=45056 Len=0"
"99","3.029899","206.247.35.253","192.168.0.22","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"100","3.030220","192.168.0.22","206.247.35.253","TLSv1.3","577","Change Cipher Spec, Client Hello"
"101","3.132139","144.195.10.253","192.168.0.22","TLSv1.3","1474","Server Hello, Application Data"
"102","3.132139","144.195.10.253","192.168.0.22","TCP","1474","443  >  64223 [ACK] Seq=1520 Ack=1041 Win=45056 Len=1420 [TCP segment of a reassembled PDU]"
"103","3.132139","144.195.10.253","192.168.0.22","TCP","1310","443  >  64223 [PSH, ACK] Seq=2940 Ack=1041 Win=45056 Len=1256 [TCP segment of a reassembled PDU]"
"104","3.132139","144.195.10.253","192.168.0.22","TLSv1.3","968","Application Data, Application Data, Application Data"
"105","3.132139","206.247.34.253","192.168.0.22","TCP","54","443  >  64225 [ACK] Seq=1 Ack=518 Win=45056 Len=0"
"106","3.132139","206.247.34.253","192.168.0.22","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"107","3.132365","192.168.0.22","144.195.10.253","TCP","54","64223  >  443 [ACK] Seq=1041 Ack=5110 Win=131840 Len=0"
"108","3.134984","192.168.0.22","144.195.10.253","TLSv1.3","128","Application Data"
"109","3.135148","192.168.0.22","144.195.10.253","TLSv1.3","201","Application Data"
"110","3.135313","192.168.0.22","206.247.34.253","TLSv1.3","577","Change Cipher Spec, Client Hello"
"111","3.158603","144.195.11.253","192.168.0.22","TLSv1.3","1474","Server Hello, Application Data"
"112","3.158798","144.195.11.253","192.168.0.22","TCP","1474","443  >  64224 [ACK] Seq=1520 Ack=1041 Win=45056 Len=1420 [TCP segment of a reassembled PDU]"
"113","3.158864","192.168.0.22","144.195.11.253","TCP","54","64224  >  443 [ACK] Seq=1041 Ack=2940 Win=131840 Len=0"
