"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.22","230.0.0.1","UDP","92","64439  >  6666 Len=50"
"2","1.001297","192.168.0.22","230.0.0.1","UDP","92","64439  >  6666 Len=50"
"3","2.002430","192.168.0.22","230.0.0.1","UDP","92","64439  >  6666 Len=50"
"4","2.222307","192.168.0.22","192.168.0.1","DNS","76","Standard query 0xa520 A us05www3.zoom.us"
"5","2.258047","192.168.0.1","192.168.0.22","DNS","114","Standard query response 0xa520 A us05www3.zoom.us CNAME us05web.zoom.us A 170.114.52.5"
"6","2.274319","192.168.0.22","170.114.52.5","TCP","66","64256  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"7","2.280265","170.114.52.5","192.168.0.22","TCP","66","443  >  64256 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1420 SACK_PERM WS=8192"
"8","2.280360","192.168.0.22","170.114.52.5","TCP","54","64256  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"9","2.285368","192.168.0.22","170.114.52.5","TLSv1.3","571","Client Hello"
"10","2.291726","170.114.52.5","192.168.0.22","TCP","54","443  >  64256 [ACK] Seq=1 Ack=518 Win=57344 Len=0"
"11","2.441139","192.168.0.22","192.168.0.1","DNS","78","Standard query 0x1018 A wpad.flets-west.jp"
"12","2.457503","192.168.0.1","192.168.0.22","DNS","78","Standard query response 0x1018 No such name A wpad.flets-west.jp"
"13","2.459047","192.168.0.22","192.168.0.1","DNS","73","Standard query 0x79e5 A wpad.iptvf.jp"
"14","2.460095","170.114.52.5","192.168.0.22","TLSv1.3","1474","Server Hello, Change Cipher Spec"
"15","2.460095","170.114.52.5","192.168.0.22","TCP","682","443  >  64256 [PSH, ACK] Seq=1421 Ack=518 Win=65536 Len=628 [TCP segment of a reassembled PDU]"
"16","2.460095","170.114.52.5","192.168.0.22","TCP","1474","443  >  64256 [ACK] Seq=2049 Ack=518 Win=65536 Len=1420 [TCP segment of a reassembled PDU]"
"17","2.460095","170.114.52.5","192.168.0.22","TLSv1.3","529","Application Data"
"18","2.460367","192.168.0.22","170.114.52.5","TCP","54","64256  >  443 [ACK] Seq=518 Ack=3944 Win=131840 Len=0"
"19","2.460550","192.168.0.1","192.168.0.22","DNS","73","Standard query response 0x79e5 No such name A wpad.iptvf.jp"
"20","2.468043","192.168.0.22","170.114.52.5","TLSv1.3","134","Change Cipher Spec, Application Data"
"21","2.468317","192.168.0.22","170.114.52.5","TLSv1.3","3158","Application Data"
"22","2.473916","170.114.52.5","192.168.0.22","TCP","54","443  >  64256 [ACK] Seq=3944 Ack=598 Win=57344 Len=0"
"23","2.474570","170.114.52.5","192.168.0.22","TCP","54","443  >  64256 [ACK] Seq=3944 Ack=2018 Win=57344 Len=0"
"24","2.474696","170.114.52.5","192.168.0.22","TCP","54","443  >  64256 [ACK] Seq=3944 Ack=3438 Win=57344 Len=0"
"25","2.475509","170.114.52.5","192.168.0.22","TCP","54","443  >  64256 [ACK] Seq=3944 Ack=3702 Win=57344 Len=0"
"26","2.559086","192.168.0.21","224.0.0.251","MDNS","168","Standard query 0x0075 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _EE8F75E5._sub._googlecast._tcp.local, ""QM"" question PTR _CFE7FEDA._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"27","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"28","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"29","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","1310","Application Data"
"30","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"31","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"32","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"33","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"34","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","1409","Application Data, Application Data"
"35","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"36","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"37","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"38","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","1474","Application Data"
"39","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","360","Application Data"
"40","2.882671","170.114.52.5","192.168.0.22","TLSv1.3","81","Application Data"
"41","2.883623","192.168.0.22","170.114.52.5","TCP","54","64256  >  443 [ACK] Seq=3702 Ack=21088 Win=131840 Len=0"
"42","3.003127","192.168.0.22","230.0.0.1","UDP","92","64439  >  6666 Len=50"
"43","3.188790","192.168.0.22","144.195.21.253","TCP","66","64259  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"44","3.188817","192.168.0.22","192.168.0.1","DNS","86","Standard query 0x7d44 A zoomdcakf253zc.dca.zoom.us"
"45","3.188858","192.168.0.22","192.168.0.1","DNS","86","Standard query 0x0b51 A zoomdcakh253zc.dca.zoom.us"
"46","3.189039","192.168.0.22","192.168.0.1","DNS","86","Standard query 0xa9c9 AAAA zoomdcakf253zc.dca.zoom.us"
"47","3.189096","192.168.0.22","192.168.0.1","DNS","86","Standard query 0xfdb6 AAAA zoompaoav253zc.pao.zoom.us"
"48","3.189168","192.168.0.22","144.195.20.253","TCP","66","64260  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
