"No.","Time","Source","Destination","Protocol","Length","Info"
"2296","10.507804","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2297","10.508426","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2298","10.508585","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"2299","10.517725","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2300","10.517975","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2301","10.517975","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2302","10.518070","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"2303","10.528150","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2304","10.528350","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2305","10.528350","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2306","10.528465","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"2307","10.528631","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"2308","10.528883","192.168.0.22","144.195.37.36","UDP","125","61261  >  8801 Len=83"
"2309","10.538604","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2310","10.538604","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2311","10.538725","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2312","10.539083","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"2313","10.548703","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2314","10.548854","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2315","10.548904","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2316","10.548928","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"2317","10.603206","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2318","10.603206","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2319","10.603206","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"2320","10.603206","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
